codigo_cnuc;unidade_de_conservacao;categoria_uc_sigla_federal;gerencia_regional_icmbio;coordenacao_regional_icmbio;unidades_da_federacao;bioma_referencial;programa_monitora;projetos_especiais;subprograma_terrestre;componente_florestal_alvo_global;componente_florestal_alvo_complementar;componente_campestre_savanico;florestal_ea_01_alvo_global_mamiferos_aves;florestal_ea_02_alvo_global_mamiferos_aves;florestal_ea_03_alvo_global_mamiferos_aves;florestal_ea_01_alvo_global_borboletas;florestal_ea_02_alvo_global_borboletas;florestal_ea_03_alvo_global_borboletas;florestal_ea_01_alvo_global_plantas_arboreas;florestal_ea_02_alvo_global_plantas_arboreas;florestal_ea_03_alvo_global_plantas_arboreas;florestal_alvo_complementar_castanha_da_amazonia;florestal_alvo_complementar_especies_cinegeticas;florestal_alvo_complementar_mamiferos_aves;campestre_savanico_alvo_global_plantas;subprograma_aquatico_continental;componente_igarape;componente_area_alagavel_alvo_global;componente_area_alagavel_alvo_complementar;igarape_alvo_global_odonatas;igarape_alvo_global_peixes;igarape_alvo_global_habitat;area_alagavel_alvo_global_pesca;area_alagavel_alvo_complementar_quelonios;area_alagavel_alvo_complementar_pirarucu;subprograma_marinho_costeiro;componente_manguezal;componente_ambiente_recifal;componente_praia;componente_ilha;alvo_transversal_pesca_biodiversidade_associada;manguezal_alvo_global_caranguejo_uca;manguezal_alvo_global_vegetacao_de_mangue;ambiente_recifal_alvo_global_peixes_invertebrados_substrato;praia_alvo_global_aves_limicolas;praia_alvo_global_mamiferos_marinhos;ilha_alvo_global_aves_marinhas;praia_alvo_global_tartarugas
195;rebio de comboios;rebio;gr 2;gr 2;es;marinho-costeiro;operacao;operacao;operacao;operacao basico e avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
197;rebio de pedra talhada;rebio;gr 2;cr - parnaiba;pe/al;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
215;rebio de poco das antas;rebio;gr 4;cr - lagoa santa;rj;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;rebio de saltinho;rebio;gr 2;cr - parnaiba;pe;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;rebio de santa isabel;rebio;gr 2;gr 2;se;marinho-costeiro;operacao;operacao;operacao;operacao basico e avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
200;rebio de serra negra;rebio;gr 2;cr - parnaiba;pe;caatinga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;rebio de sooretama;rebio;gr 2;cr - parnaiba;es;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;rebio de una;rebio;gr 2;gr 2;ba;mata atlantica;operacao;operacao;operacao;operacao basico;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
194;rebio do abufari;rebio;gr 1;gr 1;am;amazonia;parada;arpa;parada;parada;parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203;rebio do atol das rocas;rebio;gr 2;gr 2;pe;marinho-costeiro;operacao;gef mar;operacao;operacao;operacao basico e avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204;rebio do corrego do veado;rebio;gr 2;cr - parnaiba;es;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
205;rebio do corrego grande;rebio;gr 2;cr - parnaiba;es;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
206;rebio do guapore;rebio;gr 1;gr 1;ro;amazonia;operacao;arpa;operacao;operacao;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
207;rebio do gurupi;rebio;gr 1;gr 1;ma;amazonia;operacao;arpa;operacao;operacao;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;operacao basico;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;rebio do jaru;rebio;gr 1;gr 1;ro;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;operacao;operacao;operacao basico;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;
209;rebio do lago piratuba;rebio;gr 1;gr 1;ap;amazonia;operacao;arpa;operacao;operacao;operacao avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3411;rebio do manicore;rebio;gr 1;cr - porto velho;am;amazonia;arpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;rebio do rio trombetas;rebio;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico;operacao;operacao;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
211;rebio do tapirape;rebio;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;parada;parada;parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
212;rebio do tingua;rebio;gr 4;cr - lagoa santa;rj;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
213;rebio do uatuma;rebio;gr 1;gr 1;am;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;parada;parada;parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
196;rebio guaribas;rebio;gr 2;gr 2;pb;mata atlantica;parada;parada;parada;parada;parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;rebio marinha do arvoredo;rebio;gr 5;gr 5;sc;marinho-costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
216;rebio nascentes da serra do cachimbo;rebio;gr 1;cr - oeste do para;pa;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;rebio uniao;rebio;gr 4;cr - lagoa santa;rj;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1563;resex acau-goiana;resex;gr 2;cr - parnaiba;pb/pe;mata atlantica;gef mar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;resex alto tarauaca;resex;gr 1;gr 1;ac;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;resex arapixi;resex;gr 1;gr 1;am;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;resex arioca pruana;resex;gr 1;gr 1;pa;amazonia;arpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
220;resex auati-parana;resex;gr 1;gr 1;am;amazonia;implantacao;arpa;implantacao;implantacao;implantacao;implantacao;implantacao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;resex barreiro das antas;resex;gr 1;gr 1;ro;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;parada;parada;parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1564;resex chapada limpa;resex;gr 2;cr - parnaiba;ma;cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
222;resex chico mendes;resex;gr 1;gr 1;ac;amazonia;operacao;arpa;operacao;operacao;operacao basico;parada;parada;operacao basico e avancado;operacao basico e avancado;parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
223;resex chocoare-mato grosso;resex;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;parada;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;resex da mata grande;resex;gr 1;cr - belem;ma;cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;resex de canavieiras;resex;gr 2;gr 2;ba;mata atlantica;operacao;gef mar;operacao;operacao;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1808;resex de cassuruba;resex;gr 2;gr 2;ba;mata atlantica;operacao;gef mar;operacao;operacao;operacao basico;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;resex de cururupu;resex;gr 1;gr 1;ma;amazonia;operacao;arpa;operacao;operacao;operacao;operacao basico;operacao basico;operacao avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;resex de recanto das araras de terra ronca;resex;gr 4;cr - lagoa santa;go;cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
228;resex de sao joao da ponta;resex;gr 1;gr 1;pa;amazonia;parada;parada;parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1517;resex do alto jurua;resex;gr 1;cr - porto velho;ac;amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
230;resex do baixo jurua;resex;gr 1;gr 1;am;amazonia;operacao;arpa;operacao;operacao;operacao;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
231;resex do batoque;resex;gr 2;cr - parnaiba;ce;caatinga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
232;resex do cazumba-iracema;resex;gr 1;gr 1;ac;amazonia;operacao;arpa;operacao;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;
1519;resex do ciriaco;resex;gr 1;cr - belem;ma;amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240;resex do extremo norte do tocantins;resex;gr 1;cr - belem;to;cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;resex do lago do capana grande;resex;gr 1;gr 1;am;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
233;resex do lago do cunia;resex;gr 1;gr 1;ro;amazonia;operacao;operacao;operacao;operacao avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
234;resex do mandira;resex;gr 4;cr - lagoa santa;sp;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
235;resex do medio jurua;resex;gr 1;gr 1;am;amazonia;operacao;arpa;operacao;parada;operacao;parada;operacao basico;parada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1606;resex do medio purus;resex;gr 1;cr - porto velho;am;amazonia;arpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1520;resex do quilombo flexal;resex;gr 1;cr - belem;ma;amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1518;resex do rio cajari;resex;gr 1;gr 1;ap;amazonia;operacao;arpa;operacao;operacao;operacao basico e avancado;operacao basico e avancado;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
238;resex do rio do cautario;resex;gr 1;gr 1;ro;amazonia;operacao;arpa;operacao;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;implantacao;implantacao;implantacao;operacao avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;
239;resex do rio jutai;resex;gr 1;cr - manaus;am;amazonia;arpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;resex do rio ouro preto;resex;gr 1;gr 1;ro;amazonia;operacao;arpa;operacao;operacao;parada;operacao basico;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico e avancado;parada;parada;parada;parada;operacao;operacao;operacao basico;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;
288;resex gurupa-melgaco;resex;gr 1;cr - belem;pa;amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
241;resex ipau-anilzinho;resex;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;operacao;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico;operacao basico e avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1628;resex ituxi;resex;gr 1;gr 1;am;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
287;resex lago do cedro;resex;gr 3;gr 3;go;cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
243;resex mae grande de curuca;resex;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;parada;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;resex mapua;resex;gr 1;cr - belem;pa;amazonia;arpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
227;resex maracana;resex;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;operacao basico e avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;resex marinha arai-peroba;resex;gr 1;cr - belem;pa;amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
248;resex marinha caete-taperacu;resex;gr 1;gr 1;pa;amazonia;operacao;operacao;operacao;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3134;resex marinha cuinarana;resex;gr 1;cr - belem;pa;marinho-costeiro;arpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;resex marinha da baia de iguape;resex;gr 2;gr 2;ba;marinho-costeiro;operacao;gef mar;operacao;operacao;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;resex marinha da lagoa do jequia;resex;gr 2;gr 2;al;mata atlantica;operacao;gef mar;operacao;operacao;operacao basico;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
249;resex marinha de gurupi-piria;resex;gr 1;gr 1;pa;amazonia;operacao;operacao;operacao;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
254;resex marinha de soure;resex;gr 1;cr - belem;pa;amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;resex marinha do arraial do cabo;resex;gr 4;cr - lagoa santa;rj;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;resex marinha do corumbau;resex;gr 2;gr 2;ba;marinho-costeiro;operacao;gef mar;operacao;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;resex marinha do delta do parnaiba;resex;gr 2;cr - parnaiba;ma/pi;cerrado;gef mar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3133;resex marinha mestre lucindo;resex;gr 1;gr 1;pa;marinho-costeiro;operacao;arpa;operacao;operacao;parada;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3132;resex marinha mocapajuba;resex;gr 1;cr - belem;pa;marinho-costeiro;arpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
255;resex marinha pirajubae;resex;gr 5;gr 5;sc;marinho-costeiro;operacao;operacao;operacao;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;resex marinha tracuateua;resex;gr 1;cr - belem;pa;amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1809;resex prainha do canto verde;resex;gr 2;cr - parnaiba;ce;marinho-costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1810;resex renascer;resex;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;parada;operacao basico e avancado;operacao basico e avancado;parada;parada;parada;parada;operacao;operacao;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;
280;resex rio iriri;resex;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;operacao basico e avancado;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
283;resex rio unini;resex;gr 1;gr 1;am;amazonia;operacao;arpa;operacao;operacao;operacao avancado;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1635;resex rio xingu;resex;gr 1;cr - oeste do para;pa;amazonia;arpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
257;resex riozinho da liberdade;resex;gr 1;gr 1;ac/am;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
258;resex riozinho do anfrisio;resex;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico;em operacao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
259;resex tapajos-arapiuns;resex;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;operacao;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;operacao basico;parada;parada;parada;em operacao;operacao;operacao;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;
282;resex terra grande-pracuuba;resex;gr 1;cr - belem;pa;amazonia;arpa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;resex verde para sempre;resex;gr 1;gr 1;pa;amazonia;operacao;arpa;operacao;operacao;operacao basico;operacao basico;operacao basico e avancado;operacao basico e avancado;operacao basico;operacao basico;operacao;operacao;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
219;revis das veredas do oeste baiano;rvs;gr 3;gr 3;ba;cerrado;operacao;operacao;operacao;operacao basico;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;revis de boa nova;rvs;gr 2;cr - parnaiba;ba;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;revis de santa cruz;rvs;gr 2;cr - parnaiba;es;marinho-costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;revis de una;rvs;gr 2;cr - parnaiba;ba;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3432;revis do arquipelago de alcatrazes;rvs;gr 4;cr - lagoa santa;sp;marinho-costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1813;revis do rio dos frades;rvs;gr 2;cr - parnaiba;ba;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
278;revis dos campos de palmas;rvs;gr 5;gr 5;pr/sc;mata atlantica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
190;revis ilha dos lobos;rvs;gr 5;gr 5;rs;marinho-costeiro;gef mar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3633;apa do arquipelago de trindade e martim vaz;apa;gr 2;gr 2;ba;marinho-costeiro;operacao;gef mar;operacao;operacao;operacao basico e avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3642;mona das ilhas de trindade e martim vaz e do monte columbia;mona;gr 2;gr 2;ba;marinho-costeiro;operacao;gef mar;operacao;operacao;operacao;operacao basico;operacao basico e avancado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3519;parna dos campos ferruginosos;parna;gr 1;gr 1;pa;amazonia;implantacao;implantacao;implantacao;implantacao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4617;flona do parima;flona;gr 1;gr 1;rr;amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4581;parna da serra do teixeira;parna;gr 2;gr 2;pb;caatinga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3696;apa da ararinha azul;apa;gr 2;gr 2;ba;caatinga;gef terrestre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3643;apa do arqupelago de sao pedro e sao paulo;apa;gr 2;gr 2;pb;marinho -costeiro;gef mar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3644;mona do arquielago de sao pedro e sao paulo;mona;gr 2;gr 2;pb;marinho-costeiro;gef mar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3655;apa do boqueirao da onca;apa;gr 2;gr 2;ba;caatinga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3694;revis da ararinha azul;rvs;gr 2;gr 2;ba;caatinga;gef terrestre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3654;resex arapiranga- tromai;resex;gr 1;gr 1;ma;marinho-costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3693;resex baixo rio branco-jauaperi;resex;gr 1;gr 1;am/ rr;amazonia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3653;resex da baia do tubarao;resex;gr 1;gr 1;ma;marinho-costeiro amazonia e cerrado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3651;resex itapetininga;resex;gr 1;gr 1;ma;marinho-costeiro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3652;parna do boqueirao da onca;parna;gr 2;gr 2;ba;caatinga;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
